0,2170999.999999999
1,297714.28571428586
2,946142.8571428569
4,2475642.85714286
5,1111857.142857143
6,6033928.571428578
7,1644928.5714285711
8,3449000.000000002
9,1973999.999999999
10,1103857.1428571434
11,1023285.7142857149
12,678448.5714285715
13,3136757.142857148
14,10569855.714285715
15,3495499.9999999995
16,1529714.2857142861
17,834742.8571428583
18,1460528.5714285718
19,4526571.42857143
20,2700499.9999999995
22,701571.4285714289
23,1696428.5714285702
24,11444385.71428572
25,304857.14285714267
26,1113714.2857142861
27,6842592.857142846
28,4070300.0000000056
29,2926571.4285714263
30,728461.4285714285
31,2122857.1428571413
32,240045.71428571423
33,2497142.8571428633
34,3183529.142857143
35,2719428.571428572
36,19049999.999999996
37,4074285.7142857183
38,1275428.5714285711
40,3771857.1428571395
41,6471857.142857145
42,1402428.5714285732
43,1490285.7142857136
45,867142.8571428575
46,12707322.42857144
47,2453142.857142857
48,2801428.5714285676
49,414680.0
50,3460214.285714285
51,3402142.8571428712
52,1539642.8571428575
53,1750120.0000000014
54,3101099.9999999967
55,1450142.857142857
57,8865857.142857144
58,2018571.4285714296
59,10968669.999999993
60,1190428.5714285714
61,169715.57142857136
62,25997044.285714265
64,9991985.714285713
66,3390857.142857145
67,970649.9999999987
68,2006957.1428571434
69,163614.28571428574
70,9659938.285714297
71,2413999.9999999986
72,8793999.999999996
73,804142.8571428575
74,1469260.0000000002
75,1751999.999999999
76,13192000.00000001
77,1442716.9999999995
78,3361428.5714285723
79,557142.8571428569
80,1177857.1428571448
81,5173714.285714289
82,3073571.4285714277
83,5389011.428571426
84,1753285.7142857178
85,803871.4285714282
86,13091214.285714287
87,984714.2857142858
88,2319999.999999994
89,2636999.999999992
90,2826285.714285712
91,1370285.7142857143
92,3793571.42857143
93,14776915.714285707
94,2541428.571428572
95,10601602.85714285
96,3920714.285714287
97,1526928.5714285683
98,2335899.999999998
99,1790075.1428571446
100,655671.4285714282
101,1914328.5714285702
102,1157628.5714285711
103,1145657.1428571425
104,7098871.428571415
105,2477285.714285714
106,243142.85714285713
107,720285.7142857143
108,1853714.2857142854
109,2991985.714285721
110,5536928.571428579
111,590501.4285714286
112,2573185.714285715
113,13459999.999999993
114,2760000.000000001
115,1941428.5714285704
116,23512371.428571444
117,3479857.142857146
118,533957.1428571428
119,44502285.71428572
120,3455728.571428573
121,1915969.5714285716
122,1811828.571428572
123,681828.5714285712
125,523571.42857142846
126,2095285.7142857146
127,2510214.2857142873
128,6868557.142857148
129,896600.0
130,4913585.714285715
131,1856425.7142857087
132,3514471.42857143
133,400542.8571428575
134,1196299.9999999998
136,3120714.285714274
137,5005357.14285713
138,264428.5714285715
139,2050142.8571428556
141,2181315.4285714286
142,6397200.000000006
143,2424142.8571428573
144,699857.1428571426
145,15537857.142857164
146,7213857.142857162
148,601142.8571428569
149,2217707.1428571423
150,5388495.714285718
151,1602428.5714285723
152,3793428.5714285746
153,1638214.2857142861
154,11875071.42857142
156,3159491.4285714277
157,876285.7142857146
159,1378428.5714285718
160,822371.4285714276
161,1784571.4285714324
162,7308028.5714285765
164,6023571.428571427
165,675285.7142857144
166,140742.85714285716
167,4430971.428571428
168,477285.7142857142
169,6929607.142857144
170,1866857.1428571427
171,599428.5714285715
172,5089440.000000001
173,2796571.428571429
174,695571.4285714284
175,601685.7142857143
176,620999.9999999999
177,1079000.0000000016
178,4988428.571428575
179,3072999.9999999995
180,6907428.571428577
181,2152357.142857142
182,7813757.14285714
183,9081314.285714282
184,2441714.285714286
185,4666090.000000002
186,1086071.4285714277
187,1535714.2857142845
188,1986571.4285714282
189,3810928.5714285737
190,19083428.57142858
192,1637571.4285714286
193,1575828.5714285714
194,6293857.142857144
195,5295571.428571428
196,8146514.285714279
197,1615485.7142857125
198,10589999.999999974
199,2368857.142857141
200,7782857.14285714
201,1271142.8571428568
202,897714.2857142857
203,465400.0000000003
204,4363571.428571428
205,2531428.571428573
206,2360857.142857143
207,3527857.1428571446
208,5029785.714285715
209,1994342.8571428556
210,2553928.5714285723
211,802142.8571428574
212,1505857.1428571432
213,6163362.857142856
214,361728.5714285712
215,1018285.7142857144
216,4011857.142857143
217,2864714.285714282
218,1137714.2857142852
219,5899000.000000002
221,3009705.7142857127
222,2412428.5714285653
223,3037857.142857143
224,762142.8571428577
225,2893002.142857139
226,4202728.57142857
227,817142.8571428574
228,796428.5714285716
229,5742485.714285712
230,1185585.7142857143
231,5284585.714285714
232,149714.28571428568
233,1565128.5714285686
234,1852534.2857142866
235,746571.4285714289
236,2105657.142857143
237,1995714.285714286
238,2200714.2857142864
239,16806142.857142884
240,664112.857142857
241,1970057.1428571385
243,6372545.999999998
245,2059757.142857148
246,13179214.285714285
247,9893314.285714274
248,1758714.2857142864
249,2046142.8571428594
250,4108025.7142857155
251,352000.00000000023
252,2173500.0000000023
253,3776021.428571429
254,805928.5714285714
255,984142.8571428581
256,4201357.142857144
257,249385.71428571426
258,561142.8571428572
259,10332142.857142864
260,768714.2857142856
262,2814000.0000000005
264,2470771.428571428
265,256242.8571428572
266,785128.5714285715
267,1025285.7142857134
268,1654571.4285714284
269,833142.8571428576
270,8720014.285714285
272,5146299.999999991
273,1256142.8571428566
274,1181285.7142857139
275,4132857.1428571427
276,14266668.571428586
277,1320085.7142857132
278,3207571.4285714263
280,3762520.428571431
281,3199142.8571428554
282,2887145.7142857118
283,3977671.428571431
284,9601595.714285713
285,2081428.5714285714
286,4936714.285714287
287,794200.0
288,1812314.285714288
289,1752142.85714286
290,4670571.42857142
291,1074228.5714285716
293,6238928.571428569
294,2612000.0000000014
295,19529771.428571418
296,1645214.285714286
298,11910428.57142857
299,2700285.7142857136
300,6862657.142857142
301,4035107.1428571413
302,5639257.142857143
303,3522857.142857144
304,12112428.57142856
305,1341714.2857142857
306,2805321.428571427
307,1026129.2857142851
308,1035957.1428571438
309,1563005.0000000012
310,757714.2857142856
