,cafe_id,cafe,user_id,message,point,likeCnt,date
0,38151755,흑화당 제주제원점,1157702,"늦게가서 버블은 다 떨어졌지만 ㅠ
맛있어용~",4,0,2019.10.13.
1,38151755,흑화당 제주제원점,1073489,흑당 크림 버블 밀크티 시켰는데 크림 덩어리가 가루처럼 덩어리져서 둥둥 떠다녔어요... 원래 이런건지 물어보니 우유를 얼렸다가 해동해서 이렇게 되는거라고 상하거나 그런건 아니라고 했는데ㅠㅠㅠㅠ  보기에도 좀 그렇고 한모금 마실때마다 이물감이 느껴져서 다 못먹었어요..ㅠㅠ ,1,0,2019.09.11.
2,419551632,쥬씨,182125,,5,0,2018.07.24.
3,26950131,비아제주 카페엔스테이,1016569,"깨끗하고 맛난 커피와 빵
도심 속 조용한 주택가",5,0,2019.08.22.
4,26950131,비아제주 카페엔스테이,713168,Jeju Accommodation,3,0,2019.01.01.
5,26950131,비아제주 카페엔스테이,1592034,"집 떠나면 개고생  ~~ 땍 !!! 누가 그런 심한 말을 ~~
비아제주에서의 휴식은 정말 최고였어요. 깨끗한 방 , 맛있는 빵과 커피 , 무엇보다 앞도적인것은 카페분위기~~굿!!    정말 조아조아   강추합니당.",5,,2016.07.11.
6,26950131,비아제주 카페엔스테이,1418517,이곳저곳 게스트하우스 많이 가봤는데 정말 깨끗해요...  방마다 욕실과 화장실이 있다는 것이 최고!!!  제주공항에서 5분거리인게 가장 맘에 드네요...... 빵도 정말 맛있어요...,5,,2015.10.08.
7,26950131,비아제주 카페엔스테이,1418493,커피와 빵  엄청 맛있는곳...  방도 호텔수준이에요...제주에가면 강추!!!,5,,2015.10.08.
8,27464029,댕규리네 해수족욕카페,1060272,조용한 때 와서 풍경 보면서 족욕 하면 좋아요. 친절하시구요. ,4,0,2019.09.06.
9,27464029,댕규리네 해수족욕카페,1060276,사장님 친절하시고 통창으로 바다를 보면서 차 마시고 편히 쉴 수 있었어요. 맨발로 걸어 들어가서 처음엔 지저분할까봐 망설였는데 바닥도 완전 깔끔해서 전 추천이요 ,5,0,2019.09.06.
10,27464029,댕규리네 해수족욕카페,1237,"애들 하구 절대로 절대로 절대로 같이가지 마세요
혹시라더커피 라때 시키지 마세요 맛  편의점이 훨씬 
달고 맛있답니다 비싸기만하구
인원수대로 받는건 알지만 아주머님 불친절은 서비스 
 꽝 꽝 꽝! 우린애들 둘하구같다가 2만원을썼는데 15분두안되서 나왔답니다 서비스 아웃 돈많이버셨나보네요",1,0,2017.09.01.
11,27464029,댕규리네 해수족욕카페,1036944,바다를 바라보면서 피로를 풀수 있는 족욕 카페 아메리카노 한 잔 7천5백원 유자차 8천원을 내면  족욕은 무료 ㅋ 숙박도 가능함 1박 10만원 평수에 따라 다른 듯 ㅋ,4,0,2016.11.28.
12,27464029,댕규리네 해수족욕카페,751948,더워서 얼음 족욕잇나 물엇는데 답변이 머 이런 질문도 하느냐 라는 대답이엿음..... 평생안갈듯,1,,2017.08.05.
13,27464029,댕규리네 해수족욕카페,243326,,4,,2017.02.02.
14,27464029,댕규리네 해수족욕카페,997410,두번째 방문인데 아주 좋앗어요 바다를 보면서 족욕을하니 피로가 다풀린거같아요,4,,2016.09.10.
15,27464029,댕규리네 해수족욕카페,617170,족욕카페,0,,2013.12.18.
16,27464029,댕규리네 해수족욕카페,350146,"올레8코스넘어가는길
쉬어가요~*",0,,2013.10.14.
17,27464029,댕규리네 해수족욕카페,560568,족요까페,0,,2013.08.20.
18,27464029,댕규리네 해수족욕카페,288740,바다보며 족욕하는 카페,0,,2013.07.05.
