,cafe_id,cafe,user_id,message,point,likeCnt,date
0,1985176121,카페그해여름,1069499,넘이뻐요☺️,5,0,2019.09.10.
1,1985176121,카페그해여름,997876,"계절 메뉴도 맛나고~ 마카롱도 최고에요!!! 
주인분도 친절하고 좋았어요.",5,0,2019.08.16.
2,18392685,카페블룸,1167554,"사장님이 너무 친절하세요ㅜㅜ
음료도 너무 맛있어요~
번창하세요!!!!!",5,,2018.05.22.
3,1566433967,네꼬야 티하우스,1277437,홍차의 고급스러움을 느낄수 있는곳~,5,0,2019.11.25.
4,1566433967,네꼬야 티하우스,782150,세심하고 정성이 가득한 홍차~ 휴식같은 맛입니다~ 이쁜 찻잔은 덤~~+주차편함,5,0,2019.06.08.
5,1566433967,네꼬야 티하우스,516215,"홍차가 이렇게 맛있는 줄 몰랐어요
분위기도 좋고 사장님, 직원분들 친절하시네요 ",4,0,2019.04.24.
6,1566433967,네꼬야 티하우스,500285,"红茶的味道很好!!
气氛和服务也很到位!
每个茶具都很精致^^
门口是公交车站台♡
将会是涯月的又一名所!
舒适感超好!",5,1,2019.04.15.
7,1566433967,네꼬야 티하우스,463815,이쁘고 차도 맛있어요. 여유로운 분위기.,5,0,2019.03.24.
8,1566433967,네꼬야 티하우스,414095,"밀크티 최고!!
차분히 쉴 수 있는 곳..",5,0,2019.02.23.
9,1566433967,네꼬야 티하우스,408497,"카페가 사진이나 블로그에 나오는 것보단 훨씬 크네요.
전 '퀸 오브 더 사우스' 마셨는데, 향이 엄청 좋아요.
예쁜 접시들도 많아서 차 한잔 가격으로 입과 눈이
즐거운 곳이네요",5,0,2019.02.19.
10,1566433967,네꼬야 티하우스,827644,,3,0,2017.08.31.
11,1566433967,네꼬야 티하우스,1021031,"홍차 맛나요 분위기도 괜찮고
밀크티빙수👍🏻",5,,2018.08.27.
12,1566433967,네꼬야 티하우스,1161966,"지금까지 본곳중 최고로 럭셔리한 분위기에 반했고 홍차종류가 40여가지나 된다는것에 놀라웠습니다
앞으로 한가지씩 계속 맛보아야 겠어요ㅎ
여름철 밀크티빙수의 맛은 환상이었습니다~~^^",5,,2017.08.03.
13,1566433967,네꼬야 티하우스,1163522,"카페분위기, 일하시는 분들의 미소 너무 좋아요
홍차 마시러 자주 가는데
여름시즌 순백의 미를 자랑하는 
홍차빙수 살살 녹아요 ^^",5,,2017.08.03.
14,1566433967,네꼬야 티하우스,1162101,"향이 정말 좋은 차들이 넘쳐나는 곳. 차에 관심 있는 분, 차에 대해 잘 모르시는 분 모두에게 강력추천합니다!",5,,2017.08.02.
15,1566433967,네꼬야 티하우스,1161977,"핑크베리 아이스티 짱! 
올 여름내내 그것만 마실까함 ㅋㅋ
아참 인테리어 분위기도 너무 근사함",5,,2017.08.02.
16,1566433967,네꼬야 티하우스,154055,"밀크티랑 핑크베리 냠냠~
초코렛이랑 카스테라도 있는데 살살 녹아요
애월에서 가장 로맨틱한 카페인 것 같음^^",5,,2017.07.31.
17,1566433967,네꼬야 티하우스,1789114,"제주에서 맛보는 밀크티~~ 커피, 홍차, 빵은 정말 맛있어요^^  ",5,,2017.06.26.
18,27167127,재클린디저트 모슬포점,1266717,모슬포 갈때마다 들려요~~ 맛좋아요~,5,,2019.04.01.
19,27167127,재클린디저트 모슬포점,979739,,3,,2016.08.15.
20,51590542,이정의댁,1234532,"커피도 티도 케이크도 맛있는 이정의댁 
",5,0,2019.11.10.
21,51590542,이정의댁,1175084,"커피와 차 디저트 최고입니다!
멋진공간입니다",5,0,2019.10.20.
22,51590542,이정의댁,1045976,카페도 조용하고 무스도 맛있었고...무엇보다 콜드브루라떼가 제일 맛있었습니다 :),4,0,2019.08.31.
23,51590542,이정의댁,935662,조아요ㅠㅠㅠ커피도 마싯고 디저트도 굿,5,0,2019.07.25.
