,cafe_id,cafe,user_id,message,point,likeCnt,date
0,368243275,소소희,510238,무화과 사워도우 짱맛! 가격이 11000원이라 비싸지만!,5,0,2019.04.20.
1,368243275,소소희,493246,무화과 사워도우 정말 맛있습니다 가격이 비싼게 아니에요... 만드는데 정성과 시간이 많이들어가는 빵들입니다,5,0,2019.04.11.
2,368243275,소소희,342350,"편안하고 아늑한 분위기, 생각보다 다양한 빵들과 유리병에 담겨있어 왠지 더 맛있게 느껴지는 말차우유. 가격은 좀 있지만 빵순이라면 들러볼만 합니다 사워도우가 맛있어요!",4,0,2018.12.28.
3,368243275,소소희,295841,amazing sourdough bread!,5,0,2018.11.14.
4,368243275,소소희,207453,언제까지나 자리를 지켜주었음 하는 우리 동네 완소 빵집!,5,0,2018.08.17.
5,18756214,템푸스,965685,"관광지라 그런지... 비싼데 맛은 그닥
그래도 뭐 어쩔수없이 다른 카페 자리 없으면 갈 수 밖에 없는 곳",3,0,2019.08.05.
6,18756214,템푸스,946140,1샷도 못 미치는 6500원 짜리 바닐라 라떼 먹고 싶음 가세요. 뷰는 좋아요. 그래서 1점. ,1,0,2019.07.29.
7,18756214,템푸스,937365,"코코넛커피, 아이스라떼 등등 이것저것 시켜먹었는데 라떼 종류는.. 샷을 반샷만 넣는 건지, 템핑을 안하는 건지 모르겠지만 커피 맛이 거의 안 납니다. 그냥 시럽 들어간 우유 마시는 느낌... 그~나마 코코넛커피가 마실만 했어요. 아르바이트생도 불친절해서 리뷰보고 들어올걸 하는 후회를 좀 했어요. 그나마 바로 앞에 해변이 있다는 게 작은 매리트.. ",1,0,2019.07.26.
8,18756214,템푸스,811361,아침일찍 갔더니 남자 사장님 에게 대표메뉴가 뭐냐했더니 대표메뉴 없답니다. 그래서 빵 추천좀 해달라했더니 추천안한다합니다.  그동안 뭘그리 당하셨는ㄴ지 모르지만.....  암튼 아메리카노하고  식빵에 생크림올라간거 시켰는데  그냥 soso합니다.,3,0,2019.06.17.
9,18756214,템푸스,538372,"진짜 별로임 통통한 여자 알바생 진짜 4가지 없고,
딸기수플레 시켰는데 계란 비린내가 ㅋㅋㅋㅋㅋ 
음료도 시켰는데 진짜 평범이하  ^^,,

",1,0,2019.05.05.
10,18756214,템푸스,944988,,5,,2018.08.24.
11,23933670,커피가게쉬고가게,1207969,주변 다른 카페에서 아이스아메로 눈탱이 맞고 여기서 핸드드립으로 위안받고 갑니다. 번창하세요.,5,0,2019.10.30.
12,23933670,커피가게쉬고가게,904025,커피맛도 별로고 가격도넘비싸다,2,0,2019.07.15.
13,23933670,커피가게쉬고가게,179089,블루베리 빙수 사진보면 아시겠지만 그릇에 다 튀어있고 일부러 그런건지 뭔지 플레이팅이 매우 지저분했어요. 그냥 집에서 만든 빙수 느낌? 그런데 블루베리가 싱싱하고 빙수도 달달하니 맛있었어요. 플레이팅이 아쉬워서 별 한 개 뺐고요 품질이나 양에 비해 가격이 좀 쎄서 한 개 더 뺐어요. 허니브레드는 우리가 생각하는 그 맛인데 맛있긴했습니다. 플레이팅에 좀 더 신경쓰셔야 할 듯.,3,0,2018.07.21.
14,23933670,커피가게쉬고가게,144156,제주도에서 맛있는 커피 찾기 힘들었는데 커피 먹고 감동받았어요*.* 그리고 한라봉홍차케이크도 정말 맛있었습니다. 재방문의사 200% 예요!,5,0,2018.06.07.
15,23933670,커피가게쉬고가게,930652,,2,,2018.05.24.
16,23933670,커피가게쉬고가게,1194460,,1,,2017.11.10.
17,23933670,커피가게쉬고가게,552235,"카페 넘 이뻐여 커피마시러왔다가 디저트 다 싹쓸이했네요 눈에 띄어 멀리서도 찾기 쉬워요
게스트하우스도 하시더라구요 담엔 꼭 쉬다가야겠어요!!!",5,,2017.09.16.
18,23933670,커피가게쉬고가게,253455,,3,,2017.07.30.
19,23933670,커피가게쉬고가게,1074184,,5,,2017.07.14.
20,23933670,커피가게쉬고가게,1823611,그냥 일반 카페가 아니라 메뉴들이 독특해요! 진짜 잘 쉬다가요 다들 꼭 들려보셨음 좋겠네요~!!,5,,2017.09.14.
21,23933670,커피가게쉬고가게,1823108,디저트 너무 이쁘게 나오네요 ~~~!! ㅎㅎ 뷰도 좋아서 오래 있었네요 ㅎㅎㅎ,5,,2017.09.13.
22,23933670,커피가게쉬고가게,1807223,급하게 예약잡았는데 탁월한선택이었어요!!!사장님 넘 친절하시고~~바로앞에 해변도 있어서 즐기다갑니다ㅎㅎ~~카페에서 여유롭게 시간보내는것도 넘넘 좋았어요 진짜 모든사람들에게 추천해드리고싶습니다!!사장님 건강하세용!!,5,,2017.08.07.
23,23933670,커피가게쉬고가게,1114200,이 곳 카페 사장님이 친절하시고 카페의 커피는 너무 맛있습니다,5,,2014.07.01.
24,23933670,커피가게쉬고가게,942216,"주말에 숙박만 했습니다. 너무 늦어 저녁을 즐기지 못해서 아쉽네요. 시설/관리상태는 가격대비 최상급.조망권 상급.주방은 직원분들이 사용하는곳으로 왼만한건 다있음. 하지만, 손님의 대부분이 스쳐가는분들이라 사용빈도가 적을듯.. 아침식사는 주로 물에 불리는 음식임.&#40;참고만&#41; 주변 경관이 매우 좋음. 아침, 뻘밭을 뛰어다님.",5,,2013.10.29.
