번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,입소정원,자격소유인원수,총인원수,위치정보(X),위치정보(Y),상세영업상태명
300,남문노인교실,서울특별시 관악구 봉천동 14-7번지 ,,20060601,운영중,,,,,,,70,2,3,196245.315764       ,442778.660284       ,운영
301,일화계노인건강교실,서울특별시 관악구 신림동 1433번지 ,,19901114,운영중,,,,,,,0,0,0,,,운영
302,구암노인교실,서울특별시 관악구 봉천동 478-11번지 ,,19930513,운영중,,,,,,,0,0,3,195275.321935       ,443129.226476       ,운영
303,천주교신림동교회 노인교실,서울특별시 관악구 신림동 92-32번지 ,,19970203,운영중,,,,,,,80,0,0,194048.821646       ,441810.964762       ,운영
304,묵동성당 노인교실,서울특별시 중랑구 묵동 239-127번지 ,,20070405,운영중,,,,,,,70,0,4,206680.05342        ,456504.26662        ,운영
305,대한노인회중랑구지회 노인교실,서울특별시 중랑구 중화동 321-37번지 ,,20070912,운영중,,,,,,,50,0,2,206539.318792       ,454746.709781       ,운영
306,공항동 성당 시니어아카데미,서울특별시 강서구 공항동 ,,20160314,운영중,,,,,,,130,,10,,,운영
307,천주교 여의도성당 너섬시니어아카데미,서울특별시 영등포구 여의도동 ,,19870901,운영중,,,,,,,0,,,,,운영
308,행복대학,서울특별시 강남구 논현동 ,,20110615,운영중,,,,,,,,,,,,운영
309,대치3성당 성모탄신,서울특별시 강남구 도곡동 양재동성당 ,,20120217,운영중,,,,,,,0,,,,,운영
310,충성은빛대학 노인교실,서울특별시 강남구 개포동 12-4번지 ,,20090312,운영중,,,,,,,55,4,3,206618.425209       ,443390.56064        ,운영
311,개포노인교실(개포성당),서울특별시 강남구 개포동 157-1번지 ,,20070202,운영중,,,,,,,100,0,30,205495.135723       ,442354.454165       ,운영
312,대치동교회은빛노인교실,서울특별시 강남구 대치동 961-9번지 ,,20070801,운영중,,,,,,,120,1,7,205219.992862       ,444530.560607       ,운영
313,삼성동성당 노인교실,서울특별시 강남구 삼성동 45-2번지 ,,20070809,운영중,,,,,,,105,0,2,204271.741651       ,445585.687959       ,운영
314,역삼성당 경환시니어아카데미,서울특별시 강남구 역삼동 역삼성당 ,,20071017,운영중,,,,,,,200,0,13,,,운영
315,요셉노인교실,서울특별시 강남구 개포동 ,,20071206,운영중,,,,,,,100,0,5,,,운영
316,소망회 노인교실,서울특별시 강남구 세곡동 313번지 ,,20080626,운영중,,,,,,,64,0,7,,,운영
317,양재동성당 시니어아카데미 노인대학,서울특별시 강남구 도곡동 951-4번지 ,,20070202,운영중,,,,,,,0,0,21,202973.580023       ,442723.802044       ,운영
318,명화노인교실,서울특별시 강남구 수서동 707번지 ,,19990111,운영중,,,,,,,80,0,0,208789.626026       ,443219.258555       ,운영
319,목련시니어스쿨,서울특별시 강남구 개포동 14-2번지 ,,19990630,운영중,,,,,,,70,0,0,206802.063169       ,443535.174784       ,운영
320,(사)대한노인회 강남구지회부설노인교회,서울특별시 강남구 청담동 40-33번지 ,,19991223,운영중,,,,,,,100,0,0,203579.295564       ,446208.112495       ,운영
321,영문노인교실,서울특별시 강남구 대치동 980-9번지 ,,20001222,운영중,,,,,,,200,0,0,205604.171716       ,444451.195034       ,운영
322,청운에녹노인교실,서울특별시 강남구 역삼동 779-10번지 ,,20010308,운영중,,,,,,,70,0,0,203927.822507       ,443717.510429       ,운영
323,수서노인교실,서울특별시 강남구 수서동 723번지 ,,19980206,운영중,,,,,,,0,0,0,209229.482888       ,442795.750804       ,운영
324,압구정여류노인교실,서울특별시 강남구 신사동 592-4번지 ,,19980619,운영중,,,,,,,65,0,0,202452.945          ,446665.43           ,운영
325,강남복지관노인교실,서울특별시 강남구 개포동 강남종합사회복지관 ,,19971106,운영중,,,,,,,50,0,0,,,운영
326,묘동노인교실,서울특별시 강남구 대치동 1015-8번지 ,,19901207,운영중,,,,,,,100,0,0,205145.228772       ,443890.045852       ,운영
327,광림노인교실,서울특별시 강남구 신사동 571-2번지 ,,19901214,운영중,,,,,,,140,0,0,202174.14054        ,446908.289835       ,운영
328,풍년노인교실,서울특별시 강남구 도곡동 959-2번지 ,,19910520,운영중,,,,,,,63,0,0,203065.925787       ,442784.248868       ,운영
329,한빛행복학교 노인교실,서울특별시 강남구 개포동 한빛선교교회 ,,20150306,운영중,,,,,,,55,3,3,,,운영
330,서대문성당성심회노인교실,서울특별시 서대문구 냉천동 서대문성당 ,,20100729,운영중,,,,,,,100,,3,,,운영
331,아현동성당노인대학 노인교실,서울특별시 서대문구 북아현동 9-1번지 ,,20080502,운영중,,,,,,,70,1,3,196182.435866       ,450709.352235       ,운영
332,바오르노인교실,서울특별시 서대문구 연희동 334-37번지 ,,20050404,운영중,,,,,,,70,0,4,193705.068709       ,451251.413427       ,운영
333,가재울시니어아카데미,서울특별시 서대문구 남가좌동 ,,20050609,운영중,,,,,,,65,3,10,,,운영
334,연희노인교실,서울특별시 서대문구 연희동 301-1번지 ,,20050829,운영중,,,,20141201,,,150,0,5,193942.401875       ,451563.92538        ,운영
335,창천동 노인문화센타,서울특별시 서대문구 창천동 4-61번지 ,,20010312,운영중,,,,,,,60,1,3,194622.034824       ,450646.069268       ,운영
336,서현교회부설 노인교실,서울특별시 서대문구 북아현동 1-282번지 ,,20050106,운영중,,,,,,,80,0,3,196207.770381       ,451314.784879       ,운영
337,노후복지센타노인교실,서울특별시 서대문구 대현동 490-17번지 ,,19970131,운영중,,,,,,,350,0,1,,,운영
338,(사)대한노인회서대문구지회부설노인교실,서울특별시 서대문구 현저동 ,,19970530,운영중,,,,,,,50,0,1,,,운영
339,홍제노인교실,서울특별시 서대문구 홍제동 301-1번지 ,,19901129,운영중,,,,,,,102,0,1,195025.458466       ,454213.303315       ,운영
340,총신노인교실,서울특별시 서대문구 현저동 1-87번지 ,,19910208,운영중,,,,,,,80,0,2,195902.630428       ,452805.387043       ,운영
341,아현노인교실,서울특별시 서대문구 북아현동 950-1번지 ,,19910501,운영중,,,,,,,150,0,1,196309.809379       ,450620.463068       ,운영
342,홍성노인교실,서울특별시 서대문구 홍제동 286-30번지 ,,19940315,운영중,,,,,,,100,0,1,195440.250117       ,455062.316269       ,운영
343,고은노인교실,서울특별시 서대문구 홍제동 449-1번지 ,,19951213,운영중,,,,,,,80,0,1,194732.982182       ,453659.33888        ,운영
344,상지경로당,서울특별시 서대문구 홍은동 178-15번지 ,,19890501,운영중,,,,,,,50,0,0,,,운영
345,서대문노인교실,서울특별시 서대문구 홍은동 9-794번지 ,,19901129,운영중,,,,,,,60,0,1,195703.408544       ,454901.788158       ,운영
346,송파시니어대학,서울특별시 송파구 송파동 ,,20140116,운영중,,,,,,,60,,,,,운영
347,임마누엘복지센터,서울특별시 송파구 장지동 ,,20120412,운영중,,,,,,,2500,,,,,운영
348,가락시니어아카데미,서울특별시 송파구 송파동 181번지 ,,19880621,운영중,,,,,,,100,0,0,210159.128563       ,444337.710043       ,운영
349,성모탄신노인교실,서울특별시 송파구 오금동 22-1번지 ,,20090409,운영중,,,,,,,130,0,0,211422.308244       ,445150.380917       ,운영
350,에덴청춘노인교실,서울특별시 송파구 삼전동 ,,20051010,운영중,,,,,,,0,,,,,운영
351,에덴청춘노인교실,서울특별시 송파구 삼전동 ,,20140905,운영중,,,,,,,66,,,,,운영
352,에덴청춘노인교실,서울특별시 송파구 삼전동 ,,20140911,운영중,,,,,,,0,,,,,운영
353,거여시니어아카데미,서울특별시 송파구 거여동 ,,20141027,운영중,,,,,,,100,,,,,운영
354,효경노인교실,서울특별시 송파구 문정동 141번지 ,,20070402,운영중,,,,,,,105,6,23,211851.042787       ,442884.992026       ,운영
355,대건노인교실,서울특별시 송파구 신천동 11-2번지 ,,20041229,운영중,,,,,,,120,0,2,209242.986541       ,446112.105192       ,운영
356,풍납시니어아카데미,서울특별시 송파구 풍납동 339-1번지 ,,20070302,운영중,,,,,,,120,2,22,210419.753578       ,447596.046075       ,운영
357,희락당노인교실,서울특별시 송파구 송파동 122-1번지 ,,20021025,운영중,,,,,,,130,0,14,210027.676142       ,444709.315132       ,운영
358,(사)대한노인회송파구지회부설 송파노인교실,서울특별시 송파구 송파동 97-41번지 ,,20021217,운영중,,,,,,,60,0,1,209823.960442       ,444282.813062       ,운영
359,성당부설은빛노인교실,서울특별시 송파구 잠실동 301-7번지 ,,20030414,운영중,,,,,,,150,0,5,206998.798497       ,444650.713768       ,운영
360,금빛노인교실,서울특별시 송파구 문정동 150-33번지 ,,20031222,운영중,,,,,,,80,0,5,210123.074906       ,443194.498702       ,운영
361,중앙노인교실,서울특별시 송파구 잠실동 307-6번지 ,,20010412,운영중,,,,,,,300,0,300,207049.081716       ,444661.475254       ,운영
362,동현노인교실,서울특별시 송파구 방이동 64-12번지 ,,20020307,운영중,,,,,,,150,0,150,209530.564623       ,445796.842192       ,운영
363,구의교회 노인교실,서울특별시 광진구 구의동 208-15번지 ,,20091228,운영중,,,,,,,60,0,2,208019.956268       ,448892.336242       ,운영
364,구의교회 늘푸른대학,서울특별시 광진구 구의동 208-15번지 ,,20091228,운영중,,,,,,,100,0,2,208019.956268       ,448892.336242       ,운영
365,자양동성당노인교실,서울특별시 광진구 자양동 553-339번지 ,,20070221,운영중,,,,,,,100,0,6,205974.776122       ,447952.612835       ,운영
366,한국중앙노인교실,서울특별시 광진구 중곡동 169-8번지 ,,20070516,운영중,,,,,,,300,4,13,207438.673176       ,451817.074462       ,운영
367,중곡여가교실,서울특별시 광진구 중곡동 134-18번지 ,,20020620,운영중,,,,,,,80,0,1,207426.260729       ,450495.301146       ,운영
368,(사)대한노인회 광진구지회 부설 광진노인교실,서울특별시 광진구 광장동 ,,19950301,운영중,,,,,,,51,0,1,,,운영
369,자양노인교실,서울특별시 광진구 자양동 ,,19980203,운영중,,,,,,,50,0,2,,,운영
370,요아킴안나노인교실,서울특별시 도봉구 쌍문동 485-3번지 ,,20090108,운영중,,,,,,,100,2,11,201397.580459       ,461536.301033       ,운영
371,도성생활학교,서울특별시 도봉구 도봉동 617-4번지 ,,20091230,운영중,,,,,,,150,0,0,203756.848976       ,463291.570001       ,운영
372,성모탄신지혜대학,서울특별시 도봉구 방학동 ,,20051117,운영중,,,,,,,50,0,0,,,운영
373,상현평생대학,서울특별시 노원구 중계동 ,,20130807,운영중,,,,,,,0,,,,,운영
374,어르신 신앙학교,서울특별시 노원구 상계동 186-1번지 ,,20110105,운영중,,,,,,,0,,,206104.886408       ,461467.337841       ,운영
375,바오로노인대학,서울특별시 노원구 월계동 372-3번지 ,,20110318,운영중,,,,,,,0,,,205263.727361       ,458001.686827       ,운영
376,대건기로대학,서울특별시 노원구 상계동 1105-68번지 ,,20100326,운영중,,,,,,,0,,,204683.94761        ,463718.240717       ,운영
377,공능행복대학,서울특별시 노원구 공릉동 499-7번지 ,,20100329,운영중,,,,,,,0,,,206478.400483       ,458091.51606        ,운영
378,상계경신노인대학,서울특별시 노원구 상계동 1019-8번지 ,,20090610,운영중,,,,,,,100,0,0,205013.181202       ,463316.334607       ,운영
379,삼일경로대학,서울특별시 노원구 상계동 357-7번지 ,,20090611,운영중,,,,,,,300,0,0,205495.769238       ,461673.696168       ,운영
380,태릉성당 지혜대학,서울특별시 노원구 공릉동 87번지 ,,20090928,운영중,,,,,,,54,0,0,207249.563187       ,457736.110383       ,운영
381,상계행복대학,서울특별시 노원구 상계동 436-2번지 ,,20080904,운영중,,,,,,,200,0,0,205897.435587       ,462070.732774       ,운영
382,수정경로대학,서울특별시 노원구 하계동 275-2번지 ,,20090519,운영중,,,,,,,60,3,16,206232.603798       ,459037.208807       ,운영
383,노원마태오시니어아카데미,서울특별시 노원구 상계동 661번지 ,,20080222,운영중,,,,,,,150,0,0,204573.02487        ,462421.184012       ,운영
384,루카시니어아카데미,서울특별시 노원구 상계동 1292번지 ,,20030615,운영중,,,,,,,200,0,20,206672.842437       ,462315.760968       ,운영
385,요셉시니어 아카데미,서울특별시 노원구 하계동 ,,20070618,운영중,,,,,,,120,0,1,,,운영
386,양업시니어아카데미,서울특별시 노원구 중계동 58-21번지 ,,20070928,운영중,,,,,,,120,0,3,207187.682933       ,460521.766346       ,운영
387,노원은빛청춘노인교실,서울특별시 노원구 월계동 321번지 ,,20011029,운영중,,,,,,,0,2,11,205271.835499       ,458634.370362       ,운영
388,중계노인교실,서울특별시 노원구 중계동 501-1번지 ,,20000421,운영중,,,,,,,90,0,0,205370.102653       ,460101.274193       ,운영
389,평화노인교실,서울특별시 노원구 중계동 514-3번지 ,,19990830,운영중,,,,,,,350,0,0,206020.891241       ,460461.895023       ,운영
390,(사)대한노인회 노원구지회 부설 노인교실,서울특별시 노원구 중계동 507-3번지 ,,19901205,운영중,,,,,,,150,0,0,205735.958463       ,459705.435524       ,운영
391,보라매노인교실,서울특별시 동작구 신대방동 474-3번지 ,,20020909,운영중,,,,,,,50,0,70,192317.316022       ,443450.211113       ,운영
392,(사)대한노인회 동작구지회 부설 노인교실,서울특별시 동작구 대방동 407-8번지 ,,19970117,운영중,,,,,,,150,0,150,192960.863287       ,444006.493929       ,운영
393,상도노인교실,서울특별시 동작구 상도동 600-2번지 ,,19970117,운영중,,,,,,,50,0,100,,,운영
394,남현노인교실,서울특별시 동작구 상도동 159-56번지 ,,19980403,운영중,,,,,,,50,0,70,195317.71259        ,444325.122225       ,운영
395,제일교회노인교실,서울특별시 동작구 흑석동 80-3번지 ,,20000621,운영중,,,,,,,50,0,50,196616.320358       ,444550.104105       ,운영
396,예수성심노인교실,서울특별시 동작구 사당동 42번지 ,,20070607,운영중,,,,,,,101,0,101,198191.327473       ,443294.585511       ,운영
397,우장산성당 부설 시니어아카데미,서울특별시 강서구 화곡동 ,,20150121,운영중,,,,,,,58,,,,,운영
398,방화3동성당 성가정 시니어아카데미,서울특별시 강서구 방화동 ,,20150407,운영중,,,,,,,80,,,,,운영
399,예장경향교회 노인교실,서울특별시 강서구 등촌동 ,,20130515,운영중,,,,,,,0,,,,,운영
400,목양중앙교회,서울특별시 강서구 화곡동 409-77번지 ,,20130822,운영중,,,,,,,100,,,186546.24292        ,448316.230819       ,운영
401,예원시니어대학,서울특별시 강서구 등촌동 ,,20140303,운영중,,,,,,,100,,,,,운영
402,강서제자노인교실,서울특별시 강서구 방화동 609-201번지 ,,20101202,운영중,,,,,,,,,,183333.949764       ,451431.393854       ,운영
403,노인 지도자 대학,서울특별시 강서구 등촌동 637-19번지 ,,20100217,운영중,,,,,,,110,,,187493.036351       ,450452.114414       ,운영
404,순교자 노인대학,서울특별시 강서구 등촌동 695-3번지 ,,20090204,운영중,,,,20150306,,,130,0,0,186257.336114       ,450824.711761       ,운영
405,발음어르신문화교실,서울특별시 강서구 내발산동 709-8번지 ,,20070920,운영중,,,,,,,150,1,20,185296.624674       ,449912.704594       ,운영
406,한빛노인교실,서울특별시 강서구 화곡동 332-12번지 ,,20080722,운영중,,,,,,,80,2,21,186432.490224       ,448228.922988       ,운영
407,강남교회,서울특별시 강서구 화곡동 957-10번지 ,,20080306,운영중,,,,,,,160,0,2,186870.452451       ,449767.420057       ,운영
408,배광노인교실,서울특별시 강서구 등촌동 564-1번지 ,,20060327,운영중,,,,,,,90,0,11,,,운영
409,영신늘푸른노인교실,서울특별시 강서구 방화동 805번지 ,,20060329,운영중,,,,,,,100,0,6,183033.558007       ,452692.402145       ,운영
410,등촌제일교회노인교실,서울특별시 강서구 등촌동 631-9번지 ,,20050119,운영중,,,,,,,200,0,12,187759.109876       ,450414.448218       ,운영
411,하상시니어아카데미,서울특별시 강서구 화곡동 883번지 ,,20031023,운영중,,,,20031023,,,130,0,120,,,운영
412,천사노인교실,서울특별시 강서구 가양동 1481번지 ,,19940106,운영중,,,,,,,100,0,0,187084.103221       ,451262.653398       ,운영
413,염창교회 노인교실,서울특별시 강서구 염창동 264-30번지 ,,20031120,운영중,,,,,,,170,0,18,188510.019817       ,449784.812063       ,운영
414,등촌1동성당 노인교실 평생대학,서울특별시 강서구 등촌동 등촌1동천주교회 ,,19910509,운영중,,,,,,,100,,,,,운영
415,치유하는교회 늘푸른실버대학,서울특별시 강서구 화곡동 346-46번지 ,,20011203,운영중,,,,,,,200,0,5,,,운영
416,성모시니어아카데미 노인교실,서울특별시 강서구 화곡동 105-244번지 ,,20011207,운영중,,,,,,,120,0,11,,,운영
417,성산어르신문화교실,서울특별시 강서구 방화동 487-7번지 ,,20011024,운영중,,,,20010124,,,200,0,0,183107.571571       ,452405.356223       ,운영
418,강서교회노인교실,서울특별시 강서구 화곡동 358-15번지 ,,20000331,운영중,,,,20000331,,,100,0,0,185667.462782       ,447734.235003       ,운영
419,성지교회노인교실,서울특별시 강서구 가양동 1479-3번지 ,,20000506,운영중,,,,20000506,,,53,0,0,186842.638024       ,451287.112606       ,운영
420,양화노인예능교실,서울특별시 강서구 등촌동 646-1번지 ,,19970804,운영중,,,,,,,50,0,0,187829.89896        ,450184.312817       ,운영
421,까치산노인교실,서울특별시 강서구 화곡동 105-456번지 ,,19980303,운영중,,,,19980303,,,80,0,0,186141.447764       ,448370.215148       ,운영
422,강서시니어대학,서울특별시 강서구 내발산동 671-30번지 ,,19910207,운영중,,,,,,,80,0,1,185800.817138       ,450225.754321       ,운영
423,남서울교회 늘푸른노인교실,서울특별시 영등포구 당산동 ,,20090320,운영중,,,,,,,,,,,,운영
424,도림노인교실,서울특별시 영등포구 도림동 ,,19811012,운영중,,,,,,,,,,,,운영
425,신길노인교실,서울특별시 영등포구 신길동 ,,20050103,운영중,,,,,,,,,,,,운영
426,영신노인교실,서울특별시 영등포구 당산동4가 ,,20040101,운영중,,,,,,,,,,,,운영
427,소망영신 노인교실,서울특별시 영등포구 신길동 ,,20081113,운영중,,,,,,,,,,,,운영
428,대림교회 노인교실,서울특별시 영등포구 신길동 ,,20081209,운영중,,,,,,,,,,,,운영
429,한국복지정보통신어르신정보화교실,서울특별시 광진구 자양동 주식회사 케이티 자양빌딩 B동 ,,20170417,운영중,,,,,,,105,1,4,,,운영
